movie_name,name,review,rating,date
zack_snyders_justice_league,Keith Uhlich,"Let's not forget that the Snyder Cut was in part willed into being by a toxic social media campaign, mob rule begetting a mystical monocultural object that is finally much bigger than its ostensible creator.",na,"March 26, 2021"
zack_snyders_justice_league,Jim Judy,"It still comes off like a mixed bag, with some moments that are terrific, but other parts that aren't as magical or engaging. (Full Content Review for Parents - Violence, Profanity, etc. - also Available)",6/10,"March 26, 2021"
zack_snyders_justice_league,Bennett Campbell Ferguson,"The Justice League's more charismatic recruits provide spark and spunk, but not enough to elevate the interminable action scenes, which are clogged with sluggish slow motion.",1/4,"March 26, 2021"
zack_snyders_justice_league,Neil Morris,The four-hour behemoth is a cinematic singularity.,B,"March 25, 2021"
zack_snyders_justice_league,Andre Meadows,"Zack Snyder's Justice League is definitely better than the theatrical cut. If you enjoyed moments of the theatrical cut of Justice League, but you knew that something was off about it, then this one is going to feel... more coherent.",na,"March 25, 2021"
zack_snyders_justice_league,Doug Walker,"Not everything is fixed but everything is improved, enough to where it's quite entertaining, even at 4 hours.",3/4,"March 25, 2021"
zack_snyders_justice_league,Jeff Ames,Snyder's cut is easily the strongest of the two versions released - an action packed marvel you'll want to watch again and again.,9/10,"March 25, 2021"
zack_snyders_justice_league,Chris McCoy,RELEASE THE WONDER TWINS CUT!,na,"March 25, 2021"
zack_snyders_justice_league,Sandy Schaefer,"Thankfully, that character drama takes the place of all the juvenile comedy Whedon wedged into his iteration, with the young, excitable Flash serving up plenty of organic humor on his own.",na,"March 25, 2021"
zack_snyders_justice_league,Lauren Veneziani,It's a miracle this film was released 4 years later! ZS's Justice League will be remembered forever in cinema history - pleasing current DC fans and attracting new ones!,4/5,"March 25, 2021"
zack_snyders_justice_league,Tom Shone,Here's what Snyder seems to be trying to tell us: superheroes give you the sads.,3/5,"March 24, 2021"
zack_snyders_justice_league,Katey Stoetzel,"Ultimately, Zack Snyder's Justice League is worth it for the expanded Cyborg and Flash stories.",8/10,"March 24, 2021"
zack_snyders_justice_league,Walter Chaw,ZSJL is essentially a Virgilian poem about the movements of gods among men.,4/4,"March 24, 2021"
zack_snyders_justice_league,Brad Keefe,"For the rest of us, it's overlong, unevenly entertaining and nonessential. I'm glad we won't be getting more of these movies.",na,"March 24, 2021"
zack_snyders_justice_league,Jeremy Aspinall,"An indulgence for Snyder, maybe, but one that superhero fans will enjoy.",4/5,"March 24, 2021"
zack_snyders_justice_league,Christopher Preston,"This is not a perfect movie, but it is both a spectacular finale to a wobbly franchise and an enormous vindication for artistic vision. We should be glad it exists.",3/5,"March 24, 2021"
zack_snyders_justice_league,Bill Arceneaux,This is Zack Snyder's magnum opus - a testament to the new gods of pop culture in the best and worst ways.,4/5,"March 24, 2021"
zack_snyders_justice_league,Matt Oakes,"Self-indulgent to an extreme that few films manage while also managing to be strangely introspective, the four-hour runtime is almost necessary for this cut of film to work.",B,"March 24, 2021"
zack_snyders_justice_league,James Berardinelli,"As with any project where the director has no checks or balances, there are problems.",2/4,"March 24, 2021"
zack_snyders_justice_league,David Nusair,A vast improvement over 2017's Justice League...,3/4,"March 24, 2021"
zack_snyders_justice_league,Charles Koplinski,"For all of its glorious spectacle and glaring flaws, this truly is a unique cinematic beast.",3.0/4.0,"March 24, 2021"
zack_snyders_justice_league,Rubén Rosario,"Ambitious and overstuffed, it might not be perfect, but given the choice between filmmaking-by-committee uniformity and audacious risk-taking, this overgrown fanboy will take the singular vision that aims high, however imperfect the results.",na,"March 23, 2021"
zack_snyders_justice_league,Jackie K. Cooper,"More detailed, more dramatic, more entertaining - and the four hours fly by.",7/10,"March 23, 2021"
zack_snyders_justice_league,Samuel R. Murrian,"This epic is vivid, original, unapologetic. Especially when compared to the sheepish 2017 picture, it's a triumph. For the first time since Wonder Woman, we're eager for a DCEU sequel.",4/5,"March 23, 2021"
zack_snyders_justice_league,Michael Burgin,Zack Snyder's Justice League feels like just another name for a Special Edition Blu-ray that contains all the scenes.,5/10,"March 23, 2021"
zack_snyders_justice_league,Melanie McFarland,"Zack Snyder's Justice League shows Snyder's evolution from a director known for emphasizing style over substance to a man who understands why we love superhero myths, whether they live in the DC Universe or Marvel's.",na,"March 23, 2021"
zack_snyders_justice_league,Allen Adams,"It remains an imperfect movie, but its issues have been greatly reduced in impact - some through the film's expansion, others through retraction - and the end result is an entertaining one.",4/5,"March 23, 2021"
zack_snyders_justice_league,Víctor López G.,The thrilling reaffirmation of a unique style in superhero movies.,8/10,"March 23, 2021"
zack_snyders_justice_league,Rachel Wagner,Is it a satisfying event for the fans who willed it into existence? The answer is undeniably yes.,6/10,"March 23, 2021"
zack_snyders_justice_league,Tim Brayton,As wearisomely heavy as all this probably ought to be... it's all breathtakingly watchable.,3.5/5,"March 23, 2021"
zack_snyders_justice_league,Rhys Tarling,"While retaining the basic story of its theatrically released sister cut, it's its *violent* opposite in its feeling: decadent, sincere and mythic.",4.5/5,"March 23, 2021"
zack_snyders_justice_league,Grant Watson,"Snyder's vision for his superheroes finally seems to click here, while the extra length fleshes out and explores the characters tremendously well.",8/10,"March 23, 2021"
zack_snyders_justice_league,Tyler Smith,"In the end, though, this director's cut isn't much of an improvement over the compromised theatrical version. Both feature a strong cast and solid action serving a bland, forgettable story...",na,"March 22, 2021"
zack_snyders_justice_league,Allen Almachar,"It validates its existence through sheer scope and force of will. You may or may not like it, but you have to respect it.",B,"March 22, 2021"
zack_snyders_justice_league,Lael Loewenstein,"I think that DC fans will be happy, but regular people? Maybe not so much.",na,"March 22, 2021"
zack_snyders_justice_league,Andy Klein,"At least it makes sense, and everything works together in a way that the original cut just didn't have.",na,"March 22, 2021"
zack_snyders_justice_league,Tim Cogshell,"It's a better bad film, full of CGI shenanigans.",na,"March 22, 2021"
zack_snyders_justice_league,Sean Burns,"It is grand. It is ridiculous. It is, by anybody's definition of the word, cinema.",na,"March 22, 2021"
zack_snyders_justice_league,Jaby Koay,The thing that I loved about this film that was sorely lacking in other Zack Snyder films for me and even a lot of comic book films is this had so much heart and had a great theme running through it.,na,"March 22, 2021"
zack_snyders_justice_league,Ed Whitfield,The irresistible conclusion is that the film didn't need to be restored so much as remade; the first and most important stage in that reimagining being a new screenplay.,na,"March 22, 2021"
zack_snyders_justice_league,Tim Brennan,"ZSJL does an honest to Martha good job at character development. All the major characters have complete arcs. They change, grow, and are fundamentally different people at the end than they were at the beginning.",na,"March 22, 2021"
zack_snyders_justice_league,Shirley Li,"As much as some of the scenes made me, a casual DC Universe fan, gasp, the film's brutal length and scattershot storytelling induce more headaches than thrills.",na,"March 22, 2021"
zack_snyders_justice_league,Paul McGuire Grimes,Zack Snyder delivers the ultimate gift to his fans. This cut of Justice League is epic and exhilarating from start to finish. It brought out a new appreciation for his work and his version with DC's beloved characters.,4.5/5,"March 22, 2021"
zack_snyders_justice_league,Dan Schindel,The two versions of Justice League provide case studies in different kinds of bad editing.,na,"March 22, 2021"
zack_snyders_justice_league,Kyle Logan,"While not everything here works, the movie overall left me wanting more.",7/10,"March 22, 2021"
zack_snyders_justice_league,Nathaniel Wayne,"If you are going to do that (dark broody heroes), this is a very good version of that, excellent even. It just comes down to a debate over whether or not you feel this is the version of these heroes that should be getting put forth in the first place.",na,"March 22, 2021"
zack_snyders_justice_league,Sean P. Means,"This is the DVD ""special edition"" version of a movie we're never going to see.",2.5/4,"March 22, 2021"
zack_snyders_justice_league,Roxana Hadadi,I'm not saying superhero movies or comic book movies can't have the range. I'm just saying I'm not sure that Snyder does.,na,"March 21, 2021"
zack_snyders_justice_league,Emily Wheeler,"It thrives on Snyder's idiosyncrasies , and while I can't in good conscience call it a success, it's just about the best such an ill-conceived mess could've ever become.",na,"March 21, 2021"
zack_snyders_justice_league,Alvaro Corujo,"Zack Snyder's Justice League is far from being a great movie. It's an entertaining film that manages to surprise us despite telling a story we already know, showing us the importance of Snyder in putting the film together. [Full review in Spanish]",3/5,"March 21, 2021"
zack_snyders_justice_league,Ian Thomas Malone,"Snyder hasn't exactly pieced together a great movie, but his vision has a cohesive flow sorely missing from its predecessor. Longtime fans will find much to love.",na,"March 21, 2021"
zack_snyders_justice_league,Ricky Church,Zack Snyder's Justice League is a vast improvement that gives fans the director's (mostly true) vision and a pretty decent closure to his trilogy of DC films.,na,"March 21, 2021"
zack_snyders_justice_league,Kevin A. Ranson,"... needlessly overlong yet all the better for it. It still needs a good editor and significantly fewer scenes in slow-motion, but Snyder's vision does restore the most important thing Whedon cut out of Justice League: its heart.",3/4,"March 20, 2021"
zack_snyders_justice_league,Andy Lea,"Sadly, Snyder hasn't learned from past mistakes, stirring in more dreary Batman premonitions, sequel-baiting subplots and a comeback for Jared Leto's worst-ever Joker.",na,"March 20, 2021"
zack_snyders_justice_league,Armond White,The essential point of Snyder rebounding from a career catastrophe and making it right is demonstrated in the personal dilemma of each superhero. ZSJL's restored vision reminds us of pop art's value.,na,"March 20, 2021"
zack_snyders_justice_league,Chris Stuckmann,"This film is infinitely better. Zack Snyder's Justice League is a deeper, richer version.",B+,"March 20, 2021"
zack_snyders_justice_league,Kevin Carr,"Your mileage may very on this one... If you're a huge Zack Snyder fan, you're probably going to love it.",3/4,"March 20, 2021"
zack_snyders_justice_league,Norman Wilner,Zack Snyder's Justice League is now twice as long and five times more self-important...,2/5,"March 20, 2021"
zack_snyders_justice_league,Alan Zilberman,"The four-hour ""Snyder Cut"" doubles down on darkness and Easter eggs instead of compelling storytelling.",na,"March 20, 2021"
zack_snyders_justice_league,Felix Vasquez Jr.,"So much more polished, entertaining, and engrossing, even when it stumbles here and there.",na,"March 20, 2021"
zack_snyders_justice_league,Alex Page,"While it's improved in areas of the 2017 film, Snyder's 'Justice League' still faces the same issues from 3 1/2 years ago. The long journey/fight for Snyder's 'Justice League' will be remembered while the film itself ends up being quite forgettable.",5/10,"March 20, 2021"
zack_snyders_justice_league,Chauncey K. Robinson,A thorough and epic story that gives every main character the time and development they deserve. A cohesive vision that is realized in the justified 4 hour runtime. Cyborg is a standout.,A+,"March 19, 2021"
zack_snyders_justice_league,John Serba,"Ain't half bad, which means you have at least two good solid hours of entertainingly excessive extravaganza-ism.",na,"March 19, 2021"
zack_snyders_justice_league,Vincent Schilling,Zack Snyder pulls off everything that was missing from the original Justice League. The Snyder's Cut is the best decision DC could have made in revitalizing their superhero universe.,9.0/10,"March 19, 2021"
zack_snyders_justice_league,Courtney Lanning,Zack Snyder's Justice League is a whole new movie that takes the necessary time to invest in proper character development and an epic story.,na,"March 19, 2021"
zack_snyders_justice_league,Piers Marchant,"Even though Snyder has added another film's worth of material into the first one, his movie still feels choked with too much happening too fast and too little time for any of the characters to breathe.",83/100,"March 19, 2021"
zack_snyders_justice_league,Leo Brady,"Love it or hate it, Zack Snyder's Justice League is a mega moment of cinema.",2.5/4,"March 19, 2021"
zack_snyders_justice_league,Ryan Syrek,Deciding between the two versions of Justice League is like asking if you'd rather get hit in the face pretty hard for 2 hours or merely get slapped in the face for four hours.,C-,"March 19, 2021"
zack_snyders_justice_league,Justin Harrison,"In its best moments, it achieves a distinct feel - somewhere between lovely and haunting and mythical.",na,"March 19, 2021"
zack_snyders_justice_league,Sebastian Zavala Kahn,"With its excessive length, better-developed heroes, and easier-to-follow story, it's an epic, thrilling, bloated, and self-indulgent blockbuster. [Full review in Spanish]",4/5,"March 19, 2021"
zack_snyders_justice_league,Emmanuel Báez,"[The film] feels more relaxed between sequences, and much more respectful of the characters. [Full review in Spanish]",4/5,"March 19, 2021"
zack_snyders_justice_league,Sonny Bunch,"Righteous violence is Snyder's métier, and there is no one on the planet better at depicting it.",3.5/4,"March 19, 2021"
zack_snyders_justice_league,Kurt Loder,"The movie - which, again, is maddeningly long - is an example of what can happen when you follow your dream into a ditch.",na,"March 19, 2021"
zack_snyders_justice_league,Doug Jamieson,"A vast improvement on its predecessor, this reimagining is hedonistic, thrilling, flawed, sporadically marvellous, and ultimately entirely enjoyable popcorn cinema. In other words, it's a Zack Snyder film.",4/5,"March 19, 2021"
zack_snyders_justice_league,Tim Grierson,"[While] Snyder's version can certainly be stunning, it's ultimately undone by his excesses and the underlying flaws of an overstuffed story.",na,"March 19, 2021"
zack_snyders_justice_league,Richard Roeper,"Is this an improvement over the more straightforward and much shorter original? Not to this reviewer, though I was in the minority who actually enjoyed the 2017 film.",3/4,"March 19, 2021"
zack_snyders_justice_league,Richard Brody,"It is a grind, it is a slog, it is a bore-it's a mental toothache of a movie, whose ending grants not so much resolution as relief.",na,"March 19, 2021"
zack_snyders_justice_league,Rafer Guzman,The result: hardly an ounce of difference.,1.5/4,"March 19, 2021"
zack_snyders_justice_league,Pablo Villaça,"Like him or not, theres no question Zack Snyder is a true Author - something that becomes patently clear when we compare his version of Justice League to Whedons inferior one. [Full review in Portuguese]",4/5,"March 19, 2021"
zack_snyders_justice_league,Tom Beasley,"A movie which, for all of its flaws, is evidently the result of a director's heart, soul and unfettered creative vision.",7/10,"March 19, 2021"
zack_snyders_justice_league,Kevin N. Laforest,One of the most persuasive examples of the impact a new cut can have on a film. [Full review in French],na,"March 19, 2021"
zack_snyders_justice_league,Edwin Arnaudin,A four-hour middle finger to Joss Whedon.,D-,"March 19, 2021"
zack_snyders_justice_league,Cameron Williams,This mulligan is exhausting but an improvement.,na,"March 19, 2021"
zack_snyders_justice_league,Kevin Brackett,"...Zack Snyder's Justice League is double the length of the theatrical cut. And while it is a long movie, the story earns it...",B+,"March 19, 2021"
zack_snyders_justice_league,Rubin Safaya,"At just over four hours, ZACK SNYDER'S JUSTICE LEAGUE is an unwieldy collection of poorly reassembled subplots, rather than the sweeping epic it portends, and portends, and portends.",na,"March 19, 2021"
zack_snyders_justice_league,Kyle Pinion,"It's perhaps the best DC film of the current cycle, and certainly the one that most embodies the inherent thrill of that publisher's canon. It's also one hell of a redemption story.",na,"March 19, 2021"
zack_snyders_justice_league,Frank Swietek,"Unrelentingly funereal and serious, it confuses solemnity with profundity...a case of too much, too ponderous.",C,"March 19, 2021"
zack_snyders_justice_league,Lewis Knight,Zack Snyder's Justice League is a DC Comics epic that will be a delight for fans despite its lengthy runtime and some unnecessary plot detours that may turn-off general audiences.,3/5,"March 19, 2021"
zack_snyders_justice_league,George M. Thomas,Just how vastly different and improved the Snyder cut is over the prior version represents a nice feat.,B-,"March 19, 2021"
zack_snyders_justice_league,Steve Rose,"The overall mood is funereal, though most funerals are shorter than this. Stretched over four hours, Snyder's limitations as a visual stylist also become apparent.",na,"March 18, 2021"
zack_snyders_justice_league,Christopher Dean,"It's, well... still not that good.",na,"March 18, 2021"
zack_snyders_justice_league,Garry McConnachie,"It's big, it's brash and it's bombastic. It's Zack Snyder, love him or hate him, but it's epic in every sense of the word. He's done the film Justice.",na,"March 18, 2021"
zack_snyders_justice_league,Jeremy Jahns,"So the four-hour movie argument: is it long? Yeah, I'm not denying that. But it's used well.",na,"March 18, 2021"
zack_snyders_justice_league,James Verniere,"ZSJL is a much better and much longer film. Cast is terrific. The grim has been toned down. The backstories are deeper, the characters more developed.",B+,"March 18, 2021"
zack_snyders_justice_league,Ty Burr,"Still, a major improvement when all is said and done, and Snyder has conclusively proved his point.",3/4,"March 18, 2021"
zack_snyders_justice_league,Adam Graham,"Four-plus hours is plenty of time for Snyder to have his say, yet he doesn't appear willing to let it go. But justice has been served, and it's time to move on.",C,"March 18, 2021"
zack_snyders_justice_league,Rhys Bowen Jones,"Zack Snyder's Justice League is self-indulgent, exciting, flawed, and occasionally brilliant, all at the same time.",4/5,"March 18, 2021"
zack_snyders_justice_league,Rolando Gallego,"Zack Snyder's Justice League has a distinct view on its characters that does not disappoint, with a completely different vision than the movie released years ago. [Full Review in Spanish]",7/10,"March 18, 2021"
zack_snyders_justice_league,Dominic Corry,"As the film progressed, I found myself enjoying it. Quite a bit.",na,"March 18, 2021"
zack_snyders_justice_league,Chris Sawin,"Zack Snyder's version of Justice League feels like too much of a good thing. He has creative control here, but its execution is this fan devoted emptiness with no real destination in mind.",2.5/5,"March 18, 2021"
zack_snyders_justice_league,Lauren Coates,"Though Snyder's incarnation does inject the story with a little more heart and some much-needed character development for Cyborg, the changes aren't nearly compelling enough to justify making audiences sit through four hours of Synder-isms.",na,"March 18, 2021"
zack_snyders_justice_league,Emmanuel Noisette,"While clearing the ridiculously low bar of the previous Justice League film, the Snyder Cut delivers the goods despite being too long and flawed.",7/10,"March 18, 2021"
zack_snyders_justice_league,Jeffrey Lyles,It's a damned disgrace this version of the film wasn't the one released in theaters.,9.5/10,"March 18, 2021"
zack_snyders_justice_league,Johnny Oleksinski,DC should change its initials to DGAF.,1/4,"March 18, 2021"
zack_snyders_justice_league,Jake Wilson,"Is the whole four hours really necessary? Not remotely. Still, Snyder and his fans have not fought in vain: this is genuinely a different film from the earlier Justice League, and a much more coherent one.",3.5/5,"March 18, 2021"
zack_snyders_justice_league,Dan Murrell,Zack Snyder's Justice League is the most successful realization of the vision that Zack Snyder's always had for the DC universe.,7.8/10,"March 18, 2021"
zack_snyders_justice_league,Scott Campbell,"Zack Snyder's Justice League delivers exactly what people are expecting, but that might not be a good thing depending on your preference.",6/10,"March 18, 2021"
zack_snyders_justice_league,Ian Simmons,It's no wonder this Justice League feels like the Asylum version of Marvel's Avengers.,1/5,"March 18, 2021"
zack_snyders_justice_league,Prahlad Srihari,"An ungainly miscreation trapped between extravagance in approach and austerity in mood. A habitual bleakness (to the point of self-parody) pervades the movie, doubling what was already a mind-numbing 120-minute slog into a butt-numbing 242-minute ordeal.",na,"March 18, 2021"
zack_snyders_justice_league,Jennifer Heaton,"It's a cinematic glow-up for the ages, transforming a box office bomb into a triumphant epic that dares to be extra.",8/10,"March 18, 2021"
zack_snyders_justice_league,Matthew Passantino,"Fans who have been waiting for this movie are likely to be pleased, but ""Zack Snyder's Justice League"" is an exercise in excess more than a truly epic movie.",2/4,"March 18, 2021"
zack_snyders_justice_league,Korey Coleman,"Snyder's pointless slo mo (movie stops for a sesame seed), muted colors, and use of music won't win over his harshest critics. Others going in with an open mind will find a much better, cohesive film that moves surprisingly well despite its length.",Matinee,"March 18, 2021"
zack_snyders_justice_league,Christian Toto,"It's no 'Avengers,' but the four-hour extravaganza puts Whedon's version to shame.",3/4,"March 18, 2021"
zack_snyders_justice_league,Sean Collier,Is it worth years of hype and four hours of your time? I don't know. Is anything?,7/10,"March 18, 2021"
zack_snyders_justice_league,Kyle Wilson,"As long as expectations are tempered and you've got four hours to kill, this curious experiment is worth your time and finally puts a decent live-action Justice League movie into the Warner Bros. catalog.",3.5/5,"March 18, 2021"
zack_snyders_justice_league,Vincent Mancini,An inspired vision of the same superhero team up plot we've seen 17 times now. Please let it be the last.,B-,"March 18, 2021"
zack_snyders_justice_league,Mark Meszoros,"Is the new version a better film? Yes. A much better film? No. If we had to watch one again, would we maybe choose the shorter, funnier and messier one? Maybe.",2.5/4,"March 18, 2021"
zack_snyders_justice_league,Casey Chong,[Zack Snyder's version] is more coherent in tone and context while both motivations and character development serve better and clearer purposes.,3.5/5,"March 18, 2021"
zack_snyders_justice_league,Eric Deggans,It actually succeeds. In more ways than I ever expected.,na,"March 18, 2021"
zack_snyders_justice_league,Michael Phillips,"I'd love to say it isn't half-bad, but I can't, because it is. It's roughly 50 percent bad.",2/4,"March 18, 2021"
zack_snyders_justice_league,Kshitij Rawat,"Zack Snyder's Justice League is a comicbook fan's dream come true. Despite Snyder's indulgences, its splendour and scale make it worthwhile. As a 300 million dollar dramatisation of the Super Friends cartoon? There are worse ways to spend time.",4/5,"March 18, 2021"
zack_snyders_justice_league,Zaki Hasan,"The changes in both tone and tempo are so multitudinous as to make Zack Snyder's Justice League essentially a different movie. Not so much an extended cut or a director's cut, but the definitive cut.",A,"March 18, 2021"
zack_snyders_justice_league,John Nguyen,"[Zack Snyder's Justice League] is still enjoyable, but it can feel a bit long.",3.5/5,"March 18, 2021"
zack_snyders_justice_league,Rohan Naahar,"If you watched Joss Whedon's version of Justice League in the theatres and thought that it needed more F-bombs and a scene in which Wonder Woman learns how to correctly brew a cup of tea, then you're in luck. This is what you asked for.",na,"March 18, 2021"
zack_snyders_justice_league,Mark Dujsik,"Zack Snyder's Justice League is a bigger, richer, and more balanced experience, and it's a pretty good, unexpected superhero epic on its own merits.",3/4,"March 18, 2021"
zack_snyders_justice_league,Derek Sante,"Zack Snyder overdelivers in every category. This film is more than a cut, its an omnibus and an opera of vision. My only question is, does it promise too much?",4/5,"March 17, 2021"
zack_snyders_justice_league,Roger Moore,"A ""movie"" that's a lot closer to ""content"" than to cinematic art, or even a movie that inspires, thrills, touches or moves.",2/4,"March 17, 2021"
zack_snyders_justice_league,Radheyan Simonpillai,"Justice League is ambitious popcorn movie making-meets-Greek mythology that is often just satisfied bowing down to its God-like characters as they move slowly and operatically through spaces, carrying their emotional burdens.",3/5,"March 17, 2021"
zack_snyders_justice_league,Phil Villarreal,The Snyder Cut manages to prove filmmaker's epic storytelling mettle while also proving that he needs an editor to whittle down his daydreams to reasonable proportions.,3/4,"March 17, 2021"
zack_snyders_justice_league,Mark Hughes,"[B]rilliant & brave, smart & complicated, hopeful & inspiring. Snyder is a great filmmaker & a wonderful storyteller, & he should be immensely proud to have created another masterpiece in the superhero genre. Hallelujah.",na,"March 17, 2021"
zack_snyders_justice_league,Jesse Hassenger,An enormous feast of Hero Cake. So much Hero Cake you could choke on it.,B-,"March 17, 2021"
zack_snyders_justice_league,Don Shanahan,"Review HBO Max has opened the Snyder Steakhouse and plated a Wagyu beef steak, savory in every bite because it is composed of a substantial amount of tasty and valuable fat.",4/5,"March 17, 2021"
zack_snyders_justice_league,Rendy Jones,ZSJL is a glorious beast of its own and every single facet is superior to the hodgepodge that was the theatrical cut.,3.5/5,"March 17, 2021"
zack_snyders_justice_league,James Croot,"The doubled-length simply means more opportunities for Snyder's trademark slo-mos, characters to get slammed into walls and rocks and for Junkie XL's bombastic score to drive you nuts.",2.5/5,"March 17, 2021"
zack_snyders_justice_league,Jonathan Roberts,"Zack Snyder's Justice League is aiming to be epic, and there's clearly effort put in, but it lacks the heart needed for impact.",2.5/5,"March 17, 2021"
zack_snyders_justice_league,Anthony Ray Bench,Zack Snyder's Justice League is a landmark in comic book films. I hope this starts a major trend in Hollywood and the mainstream studio systems: let the artists do their thing.,9/10,"March 17, 2021"
zack_snyders_justice_league,Gabriela Meza,Many people thought this was a Zack Snyder whim... and they were sorely mistaken. The film is very different and way better than the previous Justice League [Full Review in Spanish],na,"March 17, 2021"
zack_snyders_justice_league,Rob Dean,Snyder improves a lot of areas from the 2017 release ... [but] all of Snyder's bad habits are amplified as well.,2.5/5,"March 17, 2021"
zack_snyders_justice_league,Anthony O'Connor,"... it manages to engage a surprising amount, showcasing spectacular action and undeniably effective spectacle with a more coherent (albeit bloated) story.",14.5/20,"March 17, 2021"
zack_snyders_justice_league,Matt Conway,Snyder's infectiously sincere redux comes together in a satisfying team-up movie.,na,"March 17, 2021"
zack_snyders_justice_league,Matthew Pejkovic,A supersized superhero spectacular that carves its own identity amidst an overcrowded market.,4/5,"March 17, 2021"
